Season,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamReadCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals
2019-2020,19/10/19,15:00:00,Chelsea,Newcastle,1,0,H,0,0,D,A Marriner,16,5,8,0,11,0,9,12,2,1,0,0,1.3,5.5,10,1.57,2.37,1.34,5.9,12,1.31,5.62,10.38,1.65,2.47,1.59,2.38
2019-2020,19/10/19,15:00:00,Leicester,Burnley,2,1,H,1,1,D,J Moss,19,13,3,4,9,4,4,10,0,3,0,0,1.57,4,6,1.9,1.9,1.62,4.3,6.8,1.57,4.09,6.37,2.01,1.95,1.94,1.89
2019-2020,19/10/19,15:00:00,Tottenham,Watford,1,1,D,0,1,A,C Kavanagh,12,7,2,2,11,2,5,9,4,3,0,0,1.4,5,7.5,1.53,2.5,1.45,5.1,8,1.42,4.9,7.48,1.57,2.64,1.53,2.52
2019-2020,19/10/19,15:00:00,Wolves,Southampton,1,1,D,0,0,D,P Bankes,4,14,1,5,1,3,10,17,3,2,0,0,1.8,3.6,4.5,2.1,1.72,1.9,3.75,4.75,1.85,3.58,4.52,2.2,1.82,2.09,1.76
2019-2020,19/10/19,17:30:00,Crystal Palace,Man City,0,2,A,0,2,A,A Taylor,7,21,2,10,1,8,8,10,1,1,0,0,12,7,1.22,1.44,2.75,13,7.2,1.26,11.88,6.72,1.24,1.48,3,1.44,2.81
2019-2020,20/10/19,16:30:00,Man United,Liverpool,1,1,D,1,0,H,M Atkinson,7,10,2,4,3,1,6,14,0,1,0,0,5.25,3.8,1.65,1.72,2.1,5.5,4.1,1.74,5.03,3.96,1.7,1.85,2.14,1.76,2.08
2019-2020,21/10/19,20:00:00,Sheffield United,Arsenal,1,0,H,1,0,H,M Dean,8,9,2,3,7,12,10,12,4,4,0,0,3.9,3.75,1.9,1.66,2.2,4,3.94,1.98,3.88,3.79,1.93,1.75,2.28,1.69,2.19
2019-2020,25/10/19,20:00:00,Southampton,Leicester,0,9,A,0,5,A,A Marriner,6,25,3,15,2,7,3,12,0,0,1,0,3.1,3.4,2.3,2,1.8,3.3,3.5,2.45,3.2,3.34,2.36,2.09,1.88,2.01,1.83
2019-2020,26/10/19,12:30:00,Man City,Aston Villa,3,0,H,0,0,D,G Scott,25,11,9,5,13,7,10,5,1,1,1,0,1.08,11,26,1.22,4.33,1.11,13.25,35,1.09,11.64,28.3,1.22,5.06,1.21,4.45
2019-2020,26/10/19,15:00:00,Brighton,Everton,3,2,H,1,1,D,A Madley,8,10,4,6,0,5,12,12,2,1,0,0,2.9,3.25,2.5,2,1.8,2.95,3.46,2.65,2.87,3.3,2.58,2.2,1.83,2.06,1.78
2019-2020,26/10/19,15:00:00,Watford,Bournemouth,0,0,D,0,0,D,M Dean,7,15,3,5,5,10,14,8,5,3,0,0,2.15,3.6,3.25,1.66,2.2,2.26,3.7,3.44,2.19,3.53,3.31,1.77,2.3,1.69,2.18
2019-2020,26/10/19,15:00:00,West Ham,Sheffield United,1,1,D,1,0,H,D Coote,12,10,4,4,10,4,7,10,2,2,0,0,2.1,3.5,3.5,1.9,1.9,2.18,3.6,3.7,2.11,3.46,3.6,1.95,2.03,1.88,1.95
2019-2020,26/10/19,17:30:00,Burnley,Chelsea,2,4,A,0,2,A,M Oliver,13,16,5,7,5,6,7,8,3,2,0,0,4.5,4,1.72,1.66,2.2,4.8,4.25,1.8,4.53,4.02,1.75,1.71,2.32,1.66,2.25
2019-2020,27/10/19,14:00:00,Newcastle,Wolves,1,1,D,1,0,H,K Friend,13,13,2,5,3,6,8,15,2,2,1,0,3,3.1,2.55,2.5,1.53,3.1,3.2,2.7,3.02,3.09,2.59,2.61,1.58,2.49,1.54
2019-2020,27/10/19,16:30:00,Arsenal,Crystal Palace,2,2,D,2,1,H,M Atkinson,15,10,6,4,12,5,18,9,2,0,0,0,1.45,4.75,6.5,1.53,2.5,1.54,4.8,7,1.49,4.63,6.49,1.56,2.63,1.52,2.53
2019-2020,27/10/19,16:30:00,Liverpool,Tottenham,2,1,H,0,1,A,A Taylor,21,11,13,4,8,3,9,11,3,3,0,0,1.5,4.33,6.5,1.53,2.5,1.57,4.65,6.5,1.54,4.45,6.11,1.57,2.6,1.53,2.51
2019-2020,27/10/19,16:30:00,Norwich,Man United,1,3,A,0,2,A,S Attwell,10,21,3,11,1,10,13,10,2,2,0,0,4.33,4,1.75,1.66,2.2,4.65,4.1,1.87,4.36,3.91,1.8,1.72,2.3,1.67,2.22
2019-2020,02/11/19,12:30:00,Bournemouth,Man United,1,0,H,1,0,H,C Kavanagh,12,15,6,4,4,10,14,12,4,3,0,0,3.25,3.6,2.15,1.9,1.9,3.44,3.7,2.26,3.33,3.55,2.19,1.91,2.06,1.84,1.99
2019-2020,02/11/19,15:00:00,Arsenal,Wolves,1,1,D,1,0,H,M Oliver,10,25,4,8,8,9,6,15,0,2,0,0,1.75,3.75,4.75,1.72,2.1,1.83,4,4.85,1.78,3.8,4.65,1.78,2.2,1.74,2.12
2019-2020,02/11/19,15:00:00,Aston Villa,Liverpool,1,2,A,1,0,H,J Moss,5,25,2,6,2,10,12,9,1,2,0,0,9,5,1.33,1.44,2.75,9.25,5.7,1.39,8.4,5.37,1.36,1.53,2.88,1.47,2.71
2019-2020,02/11/19,15:00:00,Brighton,Norwich,2,0,H,0,0,D,K Friend,21,7,5,0,8,3,11,8,0,1,0,0,1.72,4.2,4.33,1.66,2.2,1.75,4.4,5,1.71,4.17,4.65,1.7,2.35,1.66,2.25
2019-2020,02/11/19,15:00:00,Man City,Southampton,2,1,H,0,1,A,L Mason,26,3,4,3,17,0,11,10,3,1,0,0,1.07,13,23,1.22,4.33,1.11,13.5,41,1.08,11.99,29.72,1.25,4.86,1.22,4.27
2019-2020,02/11/19,15:00:00,Sheffield United,Burnley,3,0,H,3,0,H,S Hooper,13,6,6,0,7,6,8,12,1,2,0,0,2.25,3.2,3.4,2.3,1.61,2.34,3.32,3.6,2.26,3.22,3.46,2.45,1.66,2.33,1.62
2019-2020,02/11/19,15:00:00,West Ham,Newcastle,2,3,A,0,2,A,S Attwell,16,12,6,9,7,3,10,7,2,1,0,0,1.75,3.8,4.5,1.8,2,1.84,3.95,4.75,1.79,3.82,4.55,1.9,2.07,1.83,2
2019-2020,02/11/19,17:30:00,Watford,Chelsea,1,2,A,0,1,A,A Taylor,12,16,3,10,1,6,8,5,4,2,0,0,5,4.33,1.61,1.61,2.3,5.25,4.5,1.7,4.99,4.24,1.65,1.7,2.4,1.63,2.29
2019-2020,03/11/19,14:00:00,Crystal Palace,Leicester,0,2,A,0,0,D,P Tierney,12,14,3,5,5,6,15,16,2,2,0,0,3.5,3.4,2.1,2,1.8,3.65,3.5,2.25,3.5,3.38,2.17,2.13,1.83,2.05,1.78
2019-2020,03/11/19,16:30:00,Everton,Tottenham,1,1,D,0,0,D,M Atkinson,7,4,3,2,5,2,9,8,1,2,0,1,2.7,3.4,2.6,1.72,2.1,2.82,3.6,2.68,2.73,3.49,2.57,1.8,2.19,1.74,2.11
2019-2020,08/11/19,20:00:00,Norwich,Watford,0,2,A,0,1,A,A Marriner,17,12,5,2,10,4,7,13,1,2,0,1,2.7,3.5,2.55,1.66,2.2,2.75,3.65,2.72,2.68,3.57,2.6,1.75,2.29,1.69,2.21
2019-2020,09/11/19,12:30:00,Chelsea,Crystal Palace,2,0,H,0,0,D,M Dean,23,3,5,1,7,0,9,17,3,2,0,0,1.33,5,10,1.57,2.37,1.37,5.6,10.25,1.34,5.35,9.29,1.63,2.55,1.58,2.4
2019-2020,09/11/19,15:00:00,Burnley,West Ham,3,0,H,2,0,H,K Friend,14,7,12,4,11,4,17,10,2,1,0,0,2.25,3.5,3.1,1.66,2.2,2.33,3.73,3.3,2.27,3.55,3.13,1.75,2.29,1.71,2.17
2019-2020,09/11/19,15:00:00,Newcastle,Bournemouth,2,1,H,1,1,D,M Atkinson,20,16,9,3,5,4,10,5,2,0,0,0,2.55,3.25,2.8,2,1.8,2.72,3.5,2.95,2.64,3.21,2.84,2.17,1.9,2.07,1.77
2019-2020,09/11/19,15:00:00,Southampton,Everton,1,2,A,0,1,A,P Tierney,4,24,3,5,5,9,12,12,1,1,0,0,2.9,3.3,2.45,1.9,1.9,3.11,3.53,2.58,2.96,3.37,2.44,2,1.94,1.94,1.89
2019-2020,09/11/19,15:00:00,Tottenham,Sheffield United,1,1,D,0,0,D,G Scott,17,14,5,4,4,4,6,9,2,2,0,0,1.57,4,6,1.8,2,1.63,4.34,6.5,1.58,4.14,6.02,1.86,2.11,1.79,2.04
2019-2020,09/11/19,17:30:00,Leicester,Arsenal,2,0,H,0,0,D,C Kavanagh,19,8,7,1,5,4,10,10,1,1,0,0,2,3.75,3.5,1.57,2.37,2.08,3.98,3.8,1.99,3.78,3.62,1.62,2.57,1.57,2.42
2019-2020,10/11/19,14:00:00,Man United,Brighton,3,1,H,2,0,H,J Moss,21,6,11,2,5,2,10,14,2,5,0,0,1.6,3.75,6.5,2,1.8,1.72,3.8,6.5,1.67,3.67,5.82,2.1,1.92,2.02,1.82
2019-2020,10/11/19,14:00:00,Wolves,Aston Villa,2,1,H,1,0,H,A Taylor,17,13,5,4,6,3,17,8,4,3,0,0,1.9,3.5,4.2,1.9,1.9,1.96,3.8,4.4,1.9,3.6,4.24,1.96,2.07,1.87,1.96
2019-2020,10/11/19,16:30:00,Liverpool,Man City,3,1,H,2,0,H,M Oliver,12,18,5,3,4,13,10,5,0,2,0,0,2.5,3.6,2.62,1.66,2.2,2.7,3.75,2.78,2.56,3.58,2.68,1.67,2.42,1.63,2.3
2019-2020,23/11/19,12:30:00,West Ham,Tottenham,2,3,A,0,2,A,M Oliver,11,15,4,6,3,7,12,14,3,2,0,0,4.2,4.33,1.7,1.53,2.5,4.45,4.36,1.82,4.32,4.14,1.75,1.6,2.58,1.55,2.47
2019-2020,23/11/19,15:00:00,Arsenal,Southampton,2,2,D,1,1,D,S Attwell,12,21,5,6,6,8,13,19,6,2,0,0,1.45,4.75,6.5,1.44,2.75,1.52,5,7,1.47,4.75,6.55,1.54,2.83,1.47,2.67
2019-2020,23/11/19,15:00:00,Bournemouth,Wolves,1,2,A,0,2,A,S Hooper,9,17,2,7,5,9,10,12,2,1,1,0,2.75,3.3,2.6,2,1.8,2.9,3.41,2.7,2.82,3.3,2.59,2.1,1.86,2.02,1.81
2019-2020,23/11/19,15:00:00,Brighton,Leicester,0,2,A,0,0,D,M Dean,7,19,0,9,6,7,9,1,2,0,0,0,3.75,3.5,2,1.9,1.9,3.85,3.7,2.1,3.69,3.53,2.04,1.95,1.99,1.89,1.93
2019-2020,23/11/19,15:00:00,Crystal Palace,Liverpool,1,2,A,0,0,D,K Friend,16,12,6,4,9,8,8,7,0,1,0,0,7.5,4.75,1.4,1.66,2.2,8,4.84,1.48,7.33,4.62,1.45,1.71,2.3,1.67,2.22
2019-2020,23/11/19,15:00:00,Everton,Norwich,0,2,A,0,0,D,A Taylor,18,13,7,5,7,7,12,11,3,5,0,0,1.36,5.1,8,1.53,2.5,1.45,5.25,9,1.4,5,7.73,1.6,2.58,1.55,2.45
2019-2020,23/11/19,15:00:00,Watford,Burnley,0,3,A,0,0,D,P Tierney,15,11,4,5,7,5,14,13,0,3,0,0,2.3,3.4,3.1,2,1.8,2.4,3.51,3.35,2.33,3.31,3.2,2.1,1.94,2.02,1.81
2019-2020,23/11/19,17:30:00,Man City,Chelsea,2,1,H,2,1,H,M Atkinson,15,11,4,2,8,2,5,9,1,1,0,0,1.44,5,6.5,1.4,3,1.48,5.3,7.1,1.45,4.96,6.64,1.44,3.14,1.4,2.92
2019-2020,24/11/19,16:30:00,Sheffield United,Man United,3,3,D,1,0,H,A Marriner,12,11,8,5,6,3,13,10,1,2,0,0,3.5,3.4,2.1,2.2,1.66,3.68,3.4,2.25,3.55,3.28,2.18,2.26,1.75,2.18,1.69
2019-2020,25/11/19,20:00:00,Aston Villa,Newcastle,2,0,H,2,0,H,L Mason,17,11,8,5,11,6,10,9,1,1,0,0,2.05,3.4,3.7,1.9,1.9,2.2,3.6,3.75,2.11,3.46,3.55,1.98,1.97,1.92,1.9
2019-2020,30/11/19,12:30:00,Newcastle,Man City,2,2,D,1,1,D,C Kavanagh,6,24,3,9,1,10,4,6,1,2,0,0,13,8,1.16,1.44,2.75,18,8.3,1.21,15.11,7.59,1.18,1.47,2.91,1.44,2.79
2019-2020,30/11/19,15:00:00,Burnley,Crystal Palace,0,2,A,0,1,A,P Bankes,15,7,4,2,5,6,13,10,2,0,0,0,2.25,3.25,3.3,2.2,1.66,2.38,3.35,3.5,2.31,3.26,3.3,2.33,1.72,2.22,1.67
2019-2020,30/11/19,15:00:00,Chelsea,West Ham,0,1,A,0,0,D,J Moss,19,5,6,4,9,3,0,16,0,3,0,0,1.28,6,9,1.4,3,1.33,6.35,10.53,1.3,5.94,9.63,1.45,3.09,1.4,2.94
2019-2020,30/11/19,15:00:00,Liverpool,Brighton,2,1,H,2,0,H,M Atkinson,15,12,7,5,4,5,3,10,0,0,1,0,1.18,7,15,1.44,2.75,1.23,7.25,17.25,1.21,6.85,14.67,1.54,2.81,1.47,2.7
2019-2020,30/11/19,15:00:00,Tottenham,Bournemouth,3,2,H,1,0,H,L Mason,15,20,5,6,4,8,10,12,0,2,0,0,1.36,5.5,7.5,1.53,2.5,1.41,5.5,8.5,1.38,5.19,7.86,1.55,2.69,1.51,2.57
2019-2020,30/11/19,17:30:00,Southampton,Watford,2,1,H,0,1,A,M Oliver,11,6,6,3,6,7,6,10,1,0,0,0,2.1,3.4,3.5,1.9,1.9,2.2,3.62,3.64,2.12,3.5,3.51,2,1.97,1.91,1.91
2019-2020,01/12/19,14:00:00,Norwich,Arsenal,2,2,D,2,1,H,P Tierney,15,16,8,7,7,12,8,10,2,1,0,0,4,4.33,1.75,1.4,3,4.33,4.4,1.86,4.14,4.22,1.77,1.45,3.04,1.41,2.89
2019-2020,01/12/19,14:00:00,Wolves,Sheffield United,1,1,D,0,1,A,D Coote,13,9,3,4,7,2,12,18,1,4,0,0,1.9,3.5,4.2,2.3,1.61,2,3.55,4.6,1.92,3.43,4.35,2.4,1.67,2.3,1.63
2019-2020,01/12/19,16:30:00,Leicester,Everton,2,1,H,0,1,A,G Scott,16,11,6,3,4,4,7,9,0,1,0,0,1.61,4,5.25,1.8,2,1.68,4.25,5.6,1.64,4.08,5.33,1.87,2.11,1.81,2.02
2019-2020,01/12/19,16:30:00,Man United,Aston Villa,2,2,D,1,1,D,C Pawson,16,9,6,3,9,9,16,8,4,1,0,0,1.45,4.5,7,1.72,2.1,1.55,4.69,8,1.49,4.38,7.08,1.75,2.27,1.69,2.18
2019-2020,03/12/19,19:30:00,Crystal Palace,Bournemouth,1,0,H,0,0,D,A Taylor,7,6,2,3,6,9,6,15,3,3,1,0,2.2,3.4,3.25,2,1.8,2.34,3.52,3.45,2.24,3.38,3.34,2.1,1.87,2.03,1.8
2019-2020,03/12/19,20:15:00,Burnley,Man City,1,4,A,0,1,A,J Moss,4,17,2,8,3,6,9,6,1,1,0,0,11,7,1.22,1.44,2.75,13,7,1.28,11.59,6.41,1.25,1.52,2.8,1.48,2.68
2019-2020,04/12/19,19:30:00,Chelsea,Aston Villa,2,1,H,1,1,D,C Kavanagh,25,9,9,3,9,5,18,10,2,1,0,0,1.28,5.75,10,1.4,3,1.33,6.2,11.25,1.3,5.85,9.89,1.47,3.03,1.42,2.86
2019-2020,04/12/19,19:30:00,Leicester,Watford,2,0,H,0,0,D,C Pawson,12,4,6,1,7,2,13,16,3,2,0,0,1.33,5.5,8,1.61,2.3,1.4,5.6,10.5,1.36,5.13,8.81,1.67,2.46,1.63,2.3
2019-2020,04/12/19,19:30:00,Man United,Tottenham,2,1,H,1,1,D,P Tierney,12,8,7,5,4,3,9,9,0,1,0,0,2.75,3.4,2.55,1.8,2,2.77,3.6,2.7,2.69,3.47,2.61,1.87,2.12,1.8,2.03
2019-2020,04/12/19,19:30:00,Southampton,Norwich,2,1,H,2,0,H,K Friend,14,10,5,3,6,1,12,7,1,1,0,0,1.72,4,4.2,1.57,2.37,1.85,4.15,4.6,1.78,3.99,4.35,1.64,2.48,1.59,2.37
2019-2020,04/12/19,19:30:00,Wolves,West Ham,2,0,H,1,0,H,A Marriner,13,6,7,3,5,4,8,9,1,2,0,0,1.75,3.7,4.75,1.9,1.9,1.82,3.85,5.05,1.77,3.73,4.74,1.95,2.03,1.89,1.93
2019-2020,04/12/19,20:15:00,Liverpool,Everton,5,2,H,4,2,H,M Dean,11,12,5,4,5,6,13,17,1,2,0,0,1.36,5,8.5,1.57,2.37,1.42,5.25,9.15,1.39,4.99,8.28,1.62,2.49,1.58,2.38
2019-2020,05/12/19,19:30:00,Sheffield United,Newcastle,0,2,A,0,1,A,S Attwell,13,6,6,4,8,1,10,6,2,0,0,0,1.83,3.4,4.6,2.3,1.61,1.95,3.56,4.85,1.86,3.45,4.62,2.42,1.65,2.33,1.61
2019-2020,05/12/19,20:15:00,Arsenal,Brighton,1,2,A,0,1,A,G Scott,12,20,5,9,9,9,10,11,3,1,0,0,1.57,4.33,5.5,1.53,2.5,1.63,4.35,5.85,1.61,4.23,5.41,1.6,2.59,1.54,2.5
2019-2020,07/12/19,12:30:00,Everton,Chelsea,3,1,H,1,0,H,C Pawson,13,15,7,4,1,5,14,9,3,0,0,0,3.5,3.75,2,1.72,2.1,3.65,3.95,2.08,3.52,3.8,2.02,1.75,2.28,1.69,2.18
2019-2020,07/12/19,15:00:00,Bournemouth,Liverpool,0,3,A,0,2,A,C Kavanagh,3,21,0,9,1,3,5,6,0,1,0,0,7,5.25,1.4,1.5,2.62,8,5.3,1.47,7.01,5.03,1.42,1.54,2.74,1.5,2.59
2019-2020,07/12/19,15:00:00,Tottenham,Burnley,5,0,H,3,0,H,K Friend,13,7,7,1,1,1,12,8,1,1,0,0,1.4,4.75,8,1.57,2.37,1.45,5,9.1,1.41,4.82,7.98,1.64,2.52,1.59,2.35
2019-2020,07/12/19,15:00:00,Watford,Crystal Palace,0,0,D,0,0,D,M Atkinson,13,3,3,0,6,2,15,16,4,2,0,0,2.37,3.3,3.1,2,1.8,2.5,3.45,3.22,2.37,3.34,3.12,2.12,1.83,2.05,1.78
2019-2020,07/12/19,17:30:00,Man City,Man United,1,2,A,0,2,A,A Taylor,22,11,5,7,16,3,10,10,3,2,0,0,1.3,5.5,10,1.5,2.62,1.35,6.05,11,1.31,5.67,9.9,1.53,2.77,1.49,2.63
2019-2020,08/12/19,14:00:00,Aston Villa,Leicester,1,4,A,1,2,A,M Oliver,15,23,2,8,8,5,21,15,6,2,0,0,4.33,3.8,1.8,1.61,2.3,4.5,4.07,1.9,4.27,3.88,1.82,1.66,2.4,1.62,2.31
2019-2020,08/12/19,14:00:00,Newcastle,Southampton,2,1,H,0,0,D,D Coote,12,19,6,4,3,12,11,17,1,3,0,0,2.5,3.2,2.9,2.1,1.72,2.7,3.32,3.1,2.59,3.23,2.87,2.17,1.78,2.12,1.73
2019-2020,08/12/19,14:00:00,Norwich,Sheffield United,1,2,A,1,0,H,S Hooper,14,9,4,3,9,1,6,12,0,4,0,0,2.9,3.5,2.37,1.8,2,3.3,3.58,2.6,2.98,3.45,2.4,1.92,2.08,1.84,1.99
2019-2020,08/12/19,16:30:00,Brighton,Wolves,2,2,D,2,2,D,J Moss,13,13,4,5,3,4,10,7,3,0,0,0,2.62,3.1,2.87,2.3,1.61,2.8,3.25,2.95,2.69,3.16,2.81,2.38,1.68,2.29,1.63
2019-2020,09/12/19,20:00:00,West Ham,Arsenal,1,3,A,1,0,H,M Dean,11,10,4,3,4,3,12,6,2,0,0,0,3.3,4,2,1.44,2.75,3.6,4.25,2.08,3.43,4.02,1.98,1.48,2.9,1.44,2.78
2019-2020,14/12/19,12:30:00,Liverpool,Watford,2,0,H,1,0,H,A Marriner,16,8,6,2,6,3,8,6,2,1,0,0,1.16,7.5,17,1.4,3,1.2,8.2,21,1.17,7.72,16.32,1.42,3.2,1.39,3.01
2019-2020,14/12/19,15:00:00,Burnley,Newcastle,1,0,H,0,0,D,T Robinson,7,9,4,0,4,3,15,12,0,2,0,0,1.95,3.4,4,2.1,1.72,2.02,3.62,4.3,1.96,3.5,4.07,2.2,1.8,2.11,1.74
2019-2020,14/12/19,15:00:00,Chelsea,Bournemouth,0,1,A,0,0,D,G Scott,18,11,5,2,9,4,9,14,1,2,0,0,1.25,6,12,1.4,3,1.28,7,13,1.25,6.48,11.64,1.43,3.12,1.4,2.94
2019-2020,14/12/19,15:00:00,Leicester,Norwich,1,1,D,1,1,D,A Madley,18,10,5,3,12,4,11,15,0,4,0,0,1.22,6.5,13,1.44,2.75,1.25,7.35,15,1.22,6.73,13.29,1.47,2.95,1.43,2.83
2019-2020,14/12/19,15:00:00,Sheffield United,Aston Villa,2,0,H,0,0,D,P Bankes,7,8,3,0,3,2,10,9,2,2,0,0,1.85,3.75,4.2,1.8,2,1.93,3.9,4.35,1.86,3.75,4.17,1.87,2.12,1.81,2.02
2019-2020,14/12/19,17:30:00,Southampton,West Ham,0,1,A,0,1,A,M Atkinson,11,11,2,4,5,8,9,14,1,3,0,0,1.9,3.8,3.8,1.61,2.3,1.98,4,3.95,1.92,3.86,3.83,1.67,2.43,1.61,2.33
2019-2020,15/12/19,14:00:00,Man United,Everton,1,1,D,0,1,A,M Oliver,24,8,8,3,6,5,10,12,1,2,0,0,1.8,3.7,4.5,1.8,2,1.82,3.89,5,1.78,3.71,4.76,1.85,2.12,1.8,2.03
2019-2020,15/12/19,14:00:00,Wolves,Tottenham,1,2,A,0,1,A,S Attwell,18,9,5,5,11,2,14,10,4,4,0,0,3.25,3.4,2.25,1.9,1.9,3.35,3.6,2.35,3.22,3.45,2.26,1.95,1.98,1.9,1.92
2019-2020,15/12/19,16:30:00,Arsenal,Man City,0,3,A,0,3,A,P Tierney,6,14,1,7,3,3,9,24,1,4,0,0,6,5.25,1.44,1.33,3.4,6.5,5.7,1.49,6.03,5.33,1.45,1.35,3.55,1.32,3.32
2019-2020,16/12/19,19:45:00,Crystal Palace,Brighton,1,1,D,0,0,D,C Pawson,11,15,4,10,3,7,7,12,1,1,0,0,2.55,3.25,2.87,2.2,1.66,2.65,3.34,3,2.55,3.22,2.91,2.28,1.76,2.18,1.69
2019-2020,21/12/19,12:30:00,Everton,Arsenal,0,0,D,0,0,D,K Friend,9,6,0,2,5,4,10,11,2,3,0,0,2.3,3.8,2.87,1.57,2.37,2.4,3.88,3,2.33,3.75,2.9,1.61,2.55,1.57,2.4
2019-2020,21/12/19,15:00:00,Aston Villa,Southampton,1,3,A,0,2,A,C Pawson,19,17,6,8,7,5,16,15,2,1,0,0,2.4,3.6,2.8,1.61,2.3,2.5,3.74,3,2.43,3.54,2.87,1.67,2.41,1.62,2.31
2019-2020,21/12/19,15:00:00,Bournemouth,Burnley,0,1,A,0,0,D,M Atkinson,3,2,0,1,4,5,13,21,2,4,0,0,2.4,3.4,2.9,1.9,1.9,2.55,3.5,3.05,2.43,3.38,2.97,2.05,1.98,1.92,1.9
2019-2020,21/12/19,15:00:00,Brighton,Sheffield United,0,1,A,0,1,A,R Jones,9,7,2,2,4,3,6,11,1,3,0,0,2.2,3.25,3.5,2.1,1.72,2.32,3.35,3.7,2.21,3.27,3.52,2.21,1.8,2.11,1.73
2019-2020,21/12/19,15:00:00,Newcastle,Crystal Palace,1,0,H,0,0,D,S Hooper,8,16,3,4,4,5,12,11,2,0,0,0,2.37,3.1,3.25,2.5,1.53,2.53,3.27,3.4,2.43,3.11,3.22,2.58,1.65,2.44,1.56
2019-2020,21/12/19,15:00:00,Norwich,Wolves,1,2,A,1,0,H,P Bankes,13,14,7,4,3,11,7,14,2,4,0,0,3.75,3.8,1.9,1.8,2,3.9,3.9,2.03,3.71,3.75,1.97,1.84,2.1,1.79,2.04
2019-2020,21/12/19,17:30:00,Man City,Leicester,3,1,H,2,1,H,M Dean,23,5,12,2,6,1,14,9,2,2,0,0,1.36,5.25,7.5,1.4,3,1.4,5.8,8.25,1.37,5.41,7.72,1.47,3.02,1.42,2.86
2019-2020,22/12/19,14:00:00,Watford,Man United,2,0,H,0,0,D,L Mason,11,17,3,8,3,5,16,11,3,1,0,0,4.33,4,1.75,1.9,1.9,4.55,4.1,1.85,4.39,3.89,1.8,1.92,2.05,1.85,1.97
2019-2020,22/12/19,16:30:00,Tottenham,Chelsea,0,2,A,0,2,A,A Taylor,5,13,1,3,3,5,9,11,4,3,1,0,2.37,3.75,2.75,1.57,2.37,2.45,3.79,3.05,2.37,3.65,2.88,1.64,2.48,1.59,2.37
2019-2020,26/12/19,12:30:00,Tottenham,Brighton,2,1,H,0,1,A,G Scott,11,11,5,5,9,2,10,9,4,2,0,0,1.53,4.33,6,1.61,2.3,1.59,4.6,6.11,1.55,4.41,5.73,1.64,2.43,1.6,2.35
2019-2020,26/12/19,15:00:00,Aston Villa,Norwich,1,0,H,0,0,D,C Kavanagh,11,16,2,6,5,8,15,12,2,3,0,0,2.1,3.75,3.3,1.53,2.5,2.2,3.9,3.45,2.11,3.77,3.28,1.56,2.63,1.52,2.51
2019-2020,26/12/19,15:00:00,Bournemouth,Arsenal,1,1,D,1,0,H,S Attwell,12,17,4,2,8,3,5,13,4,4,0,0,3.5,3.9,1.95,1.57,2.37,3.65,4,2.08,3.5,3.85,2.01,1.59,2.55,1.55,2.43
2019-2020,26/12/19,15:00:00,Chelsea,Southampton,0,2,A,0,1,A,J Moss,10,5,3,3,8,1,10,9,3,2,0,0,1.33,5.25,9,1.5,2.62,1.39,5.75,9.25,1.35,5.31,8.58,1.53,2.76,1.49,2.62
2019-2020,26/12/19,15:00:00,Crystal Palace,West Ham,2,1,H,0,0,D,A Marriner,13,10,4,2,7,6,5,10,0,2,0,0,2.3,3.4,3.1,1.9,1.9,2.45,3.59,3.21,2.32,3.42,3.12,1.96,2.01,1.9,1.92
2019-2020,26/12/19,15:00:00,Everton,Burnley,1,0,H,0,0,D,A Taylor,21,6,5,0,10,2,15,14,0,0,0,0,1.7,3.75,5,1.9,1.9,1.76,3.9,5.65,1.71,3.76,5.15,2.04,1.94,1.93,1.89
2019-2020,26/12/19,15:00:00,Sheffield United,Watford,1,1,D,1,1,D,D Coote,16,5,4,2,9,1,11,8,1,3,0,0,1.83,3.6,4.33,2.1,1.72,1.95,3.7,4.65,1.86,3.54,4.46,2.19,1.8,2.11,1.74
2019-2020,26/12/19,17:30:00,Man United,Newcastle,4,1,H,3,1,H,K Friend,22,7,10,2,5,0,10,7,2,2,0,0,1.33,5.25,9,1.72,2.1,1.39,5.5,10,1.35,5.19,9.18,1.81,2.2,1.72,2.13
2019-2020,26/12/19,20:00:00,Leicester,Liverpool,0,4,A,0,1,A,M Oliver,3,15,0,6,2,8,5,7,1,1,0,0,3.4,3.75,2.05,1.66,2.2,3.5,3.95,2.16,3.38,3.72,2.08,1.7,2.38,1.64,2.27
